物品ID,GroupID,名字,物品类,物品小类,使用国籍,使用职业,使用职业分支,使用等级,天境等级,叠放数量,买入基础价格,卖出基础价格,基础物品档次,拾取后广播标志,拥有最多个数,能否放快捷栏,绑定标志位,使用期限,死亡掉落固定概率,物品栏图片_正常,物品栏图片_高亮,物品栏图片_无效,物品图标光效ID,宝箱外观资源ID,宝箱闪烁资源ID,是否任务物品,描述,任务物品丢弃时可以配置,使用次数,作用id,浮动提示,是否需要掷骰子,是否同步扩展数据,怪物掉装的音效ID,跨服海盗,物品价值/礼包售价,价值类型0普通1礼包2绑金,家园仓库0不可1可
53192,53192,年终签到礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1417,1417,1417,0,4427,4050,0,等级10-120级右键开启随机获得：<br>[yellow]豪华翅膀礼包*1<br>高级仙藕*3<br>道石*2<br>操练符（碎片）*2<br>补天灵石*2<br>洗练石*1<br>烟花*1[/yellow]<br>等级121-130级右键开启随机获得：<br>[yellow]豪华翅膀礼包*1<br>高级仙藕*3<br>道石*2<br>优质魂力珠*2<br>星魂结晶*1<br>洗练石*1<br>烟花*1[/yellow],,1,53192,,0,0,0,0,1,0,0
53193,53193,春节焰火,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1417,1417,1417,0,4427,4050,0,右键点击使用可以释放出炫丽烟花,,1,53193,,0,0,0,0,1,0,0
53194,53194,年终大礼包（一天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到一天礼包，右键开启获得<br>[yellow]心法*1<br>修为果10W*4<br>完美宝石重铸碎片*1<br>三元法珠*3<br>500绑金[/yellow],,1,53194,,0,0,0,0,1,0,0
53195,53195,年终大礼包（二天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到两天礼包，右键开启获得<br>[yellow]心法*2<br>修为果10W*6<br>完美宝石重铸碎片*2<br>三元法珠*4<br>500绑金[/yellow],,1,53195,,0,0,0,0,1,0,0
53196,53196,年终大礼包（三天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到三天礼包，右键开启获得<br>[yellow]心法*3<br>修为果10W*7<br>完美宝石重铸碎片*2<br>星灵石*1<br>1000绑金[/yellow],,1,53196,,0,0,0,0,1,0,0
53197,53197,年终大礼包（四天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到四天礼包，右键开启获得<br>[yellow]心法*4<br>修为果10W*8<br>完美重铸宝石碎片*3<br>星灵石*1<br>1500绑金[/yellow],,1,53197,,0,0,0,0,1,0,0
53198,53198,年终大礼包（五天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到五天礼包，右键开启获得<br>[yellow]郎才女貌时装卡（7天）<br>心法*5<br>修为果10W*9<br>完美重铸宝石碎片*3<br>星灵石*1<br>1500绑金[/yellow],,1,53198,,0,0,0,0,1,0,0
53199,53199,年终大礼包（六天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到六天礼包，右键开启获得<br>[yellow]郎才女貌时装卡（7天）<br>心法*6<br>修为果10W*11<br>完美重铸宝石碎片*4<br>精良法宝之灵*1<br>2000绑金[/yellow]<br>[red]突破天境后开启额外获取高级仙魂玉*1[/red],,1,53199,,0,0,0,0,1,0,0
53200,53200,年终大礼包（七天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到七天礼包，右键开启获得<br>[yellow]郎才女貌时装卡（7天）<br>心法*8<br>修为果10W*13<br>完美重铸宝石碎片*5<br>精良法宝之灵*1<br>2000绑金[/yellow]<br>[red]突破天境后开启额外获取高级仙魂玉*2[/red],,1,53200,,0,0,0,0,1,0,0
53201,53201,年终大礼包（八天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1905,1905,1905,0,4427,4050,0,年终签到八天礼包，右键开启获得<br>[yellow]郎才女貌时装卡（7天）<br>心法*10<br>修为果10W*15<br>完美重铸宝石碎片*6<br>精良法宝之灵*1<br>2500绑金[/yellow]<br>[red]突破天境后开启额外获取高级仙魂玉*3[/red],,1,53201,,0,0,0,0,1,0,0
53227,53227,华丽琉璃礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1419,1419,1419,0,1003,1008,0,开启获得：[yellow]<br>操练符*8<br>文韬*200[/yellow],,1,53227,,0,0,0,0,1,0,0
53228,53228,完美珍品礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,1003,1008,0,开启获得：[yellow]<br>太一真元*20<br>深海碧玉*600<br>海洋祝福（稀有）*10<br>5万绑金*1[/yellow],,1,53228,,0,0,0,0,1,0,0
53229,53229,至尊珍品礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1413,1413,1413,0,1003,1008,0,开启获得：[yellow]<br>绝招心法*30<br>虎鞭酒*500<br>深海碧玉*5000<br>房日兔卡*1[/yellow],,1,53229,,0,0,0,0,1,0,0
53230,53230,至尊宝器礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,1003,1008,0,开启获得：[yellow]<br>高级真气丹*400<br>法魂石*100<br>祈福石*10<br>混元伞碎片*1[/yellow],,1,53230,,0,0,0,0,1,0,0
53231,53231,华丽精武礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,1003,1008,0,开启获得：[yellow]<br>精品强化石*200<br>玄武魂石(完美)*20<br>天神精魄*2[/yellow],,1,53231,,0,0,0,0,1,0,0
53232,53232,完美精武礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1419,1419,1419,0,1003,1008,0,开启获得：[yellow]<br>完美重铸宝石*8<br>圣灵果*15<br>修为果*50<br>5万绑金*1[/yellow],,1,53232,,0,0,0,0,1,0,0
53233,53233,豪华精武礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1413,1413,1413,0,1003,1008,0,开启获得：[yellow]<br>完美重铸宝石*30<br>圣灵果*30<br>修为果*200<br>十万绑金袋*3[/yellow],,1,53233,,0,0,0,0,1,0,0
53234,53234,至尊精武礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1414,1414,1414,0,1003,1008,0,开启获得：[yellow]<br>完美重铸宝石*50<br>圣灵果*80<br>修为果*300<br>十万绑金袋*6<br>萌宠之恋时装卡（365天）*1[/yellow],,1,53234,,0,0,0,0,1,0,0
53235,53235,至尊琉璃礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,1003,1008,0,开启获得：[yellow]<br>铁骑令*1<br>操练符*120<br>祝融精粹*4<br>觉醒石*10[/yellow],,1,53235,,0,0,0,0,1,0,0
53236,53236,年终签到礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1417,1417,1417,0,4427,4050,0,右键开启获得<br>[yellow]郎才女貌时装（7天）<br>1000绑金[/yellow]<br>随机获得<br>[yellow]换车令*20<br>修为果*5<br>精品精炼石*4<br>文韬手卷*4<br>武韬手卷*4[/yellow],,1,53236,,0,0,0,0,1,0,0
53237,53237,守护王者礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3370,3370,3370,0,4427,4050,0,守护火龙岛活动三国中封印剩余血量最多国家成员所获得礼包，开启可获得王者级奖励。,,1,53237,,0,0,0,0,1,0,0
53238,53238,守护大师礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3369,3369,3369,0,4427,4050,0,守护火龙岛活动三国中封印剩余血量第二国家成员所获得礼包，开启可获得大师级奖励。,,1,53238,,0,0,0,0,1,0,0
53239,53239,守护者礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3368,3368,3368,0,4427,4050,0,守护火龙岛活动三国中封印剩余血量第三以及封印被破坏的国家成员所获得礼包，开启可获得丰富奖励。,,1,53239,,0,0,0,0,1,0,0
53240,53240,火龙至尊礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3866,3866,3866,0,4427,4050,0,击杀焰中仙罗宣国家成员获得的共享礼包，开启可获得至尊奖励。,,1,53240,,0,0,0,0,1,0,0
53241,53241,火龙豪华礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3866,3866,3866,0,4427,4050,0,击杀焰中仙罗宣国家成员获得的共享礼包，开启可获得豪华奖励。,,1,53241,,0,0,0,0,1,0,0
53242,53242,火龙荣誉礼包,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,3867,3867,3867,0,4427,4050,0,击杀焰中仙罗宣所有成员获得的共享礼包，开启可获得丰富奖励。,,1,53242,,0,0,0,0,1,0,0
53243,53243,心月狐,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,4574,4574,4574,0,4427,4050,0,[yellow]二阶稀有天神[/yellow]<br>右键开启获得对应职业[red]绑定天神[/red]：心月狐,,1,53243,,0,0,0,0,100000,0,0
53244,53244,新婚房卡,2,12,0,10000,10000,10,,100,100,1,2,0,0,1,61,0,0,730,730,730,0,1003,1008,0,精美的新婚房卡，凭此卡前往[yellow]<br>青龙城田老板处洞房时，可享用奢华套房，并大幅提升怀孕几率。<br>开启等级礼包获得[/yellow],,1,53244,,0,0,0,0,1,0,0
53245,53245,[体验坐骑]紫电飞（25级）,2,12,0,10000,10000,1,,1,100,1,5,0,0,0,61,0,0,2351,2351,2351,0,1003,1008,0,帅气逼人的坐骑。开启15天后自动消失<br>[red]在无尽之洋无法骑乘<br>[/red],,1,53245,,0,0,0,0,1,0,0
53246,53246,[体验坐骑]暴龙,2,12,0,10000,10000,1,,1,100,1,5,0,0,0,61,0,0,2350,2350,2350,0,1003,1008,0,没有被驯服的暴龙，骑乘的时候要小心，暴龙发怒了可能会把你甩下来。<br>[red]使用期限5天[/red]<br>[red]在无尽之洋无法骑乘[/red],,1,53246,,0,0,0,0,1,0,0
53247,53247,紫电飞坐骑碎片,2,12,0,10000,10000,20,,100,100,1,1,0,0,0,17,0,0,2351,2351,2351,0,4427,4050,0,[yellow]升级送豪礼中[/yellow]获得<br>[green]3[/green]个[yellow]紫电飞碎片可合成全新坐骑[/yellow]<br>提示：领取55级奖励即可获得[green]全新满级坐骑[/green][yellow][体验坐骑]紫电飞[/yellow],,1,53247,,0,0,0,0,1,0,0
53248,53248,秘升丹,2,12,0,10000,10000,40,,100,100,1,1,0,0,0,61,0,0,4361,4361,4361,0,4427,4050,0,[yellow]神秘道具在升级送豪礼中获得<br>使用后立即提升角色等级1级(最多添加100万经验)[/yellow]<br>[red]提示：等级越高时使用越划算[/red],,1,53248,,0,0,0,0,1,0,0
53250,53250,现金红包,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,29,0,0,731,731,731,0,4427,4050,0,[yellow]用于抢现金红包时消耗，右击抢现金[/yellow]<br>[red]提示：抢现金红包可随机获得1~99元不等的现金卷，可用于兑换电话费、绑金等[/red],,1,53250,,0,0,0,0,1,0,0
53249,53249,1元现金卷,2,12,0,10000,10000,40,,100,100,1,1,0,0,0,29,0,0,2456,2456,2456,0,4427,4050,0,1元现金卷，开启获得[yellow]5倍超值绑金[/yellow]或收集30张后兑换[yellow]30现金兑换券[/yellow]<br>[red]右键点击使用<br>提示：兑换30现金兑换券仅限开服10天内限量兑换[/red],,1,53249,,0,0,0,0,1,0,0
53251,53251,精美时装,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,4359,4359,4359,0,4427,4050,0,[yellow]升级送豪礼中获得，右键获得精美华丽时装[/yellow],,1,53251,,0,0,0,0,1,0,0
53252,53252,个性化武器,2,12,0,10000,10000,40,,100,100,1,1,0,0,0,61,0,0,4360,4360,4360,0,4427,4050,0,[yellow]升级送豪礼中获得，右键获得个性化武器外观[/yellow],,1,53252,,0,0,0,0,1,0,0
53255,53255,女生节礼包,2,19,0,10000,10000,40,,1,100,1,1,0,0,0,61,259200,0,721,721,721,0,4427,4050,0,开启获得：[yellow]<br>豪礼翅膀礼包*5<br>1000绑金*1<br>女生我最萌（称号）<br>薄荷巧克力*2[/yellow]<br>随机获得<br>[yellow]限时时装[/yellow]<br>3月8日上线的女性角色可以领取，活动限定只能领取一次,,1,53255,,0,0,0,0,1,0,0
53253,53253,五火七禽扇（斗）,2,12,0,10000,10000,60,,1,100,1,1,0,0,0,61,0,0,1389,1389,1389,0,1003,1008,0,开启获得：[yellow]<br>[red]斗律令-[/red]五火七禽扇法宝[/yellow]<br>[red]开启后获得为绑定[/red],,1,53253,,3,0,0,0,100000,0,0
53276,53276,家族银锭（大）,2,12,0,10000,10000,0,,10,100,1,1,0,0,0,124,0,0,1785,1785,1785,0,4427,1008,0,大块银锭，使用后增加[money]10000000[/money]家族资金,,0,53276,,0,0,0,0,1,0,0
53277,53277,随机天神道具,2,12,0,10000,10000,60,,100,100,1,1,0,0,0,61,0,0,721,721,721,0,4427,4050,0,开启随机获得：<br>[yellow]天神易名符、人参果、肾宝[/yellow]等天神相关道具<br>珍珑棋局积分兑换获得,,1,53277,,0,0,0,0,1,0,0
53278,53278,随机兄弟秘籍,2,12,0,10000,10000,60,,100,100,1,1,0,0,0,61,0,0,721,721,721,0,4427,4050,0,开启随机获得：<br>[yellow]朱雀阵法秘籍<br>青龙阵法秘籍<br>白虎阵法秘籍<br>玄武阵法秘籍[/yellow]<br>珍珑棋局积分兑换获得,,1,53278,,0,0,0,0,1,0,0
53279,53279,天神稀有道具,2,12,0,10000,10000,60,,100,100,1,1,0,0,0,61,0,0,721,721,721,0,4427,4050,0,开启随机获得：<br>[yellow]天罡天神珠、地煞天神珠、小訫天神珠[/yellow]等天神珠<br>珍珑棋局积分兑换获得,,1,53279,,0,0,0,0,1,0,0
53280,53280,基金道具（小）,2,12,0,10000,10000,0,,100,100,1,1,0,0,0,61,0,0,1786,1786,1786,0,4427,1008,0,基金道具，使用后增加[yellow]10[/yellow]基金次数,,1,53280,,0,0,0,0,1,0,0
53281,53281,基金道具（中）,2,12,0,10000,10000,0,,100,100,1,1,0,0,0,61,0,0,1786,1786,1786,0,4427,1008,0,基金道具，使用后增加[yellow]30[/yellow]基金次数,,1,53281,,0,0,0,0,1,0,0
53282,53282,基金道具（大）,2,12,0,10000,10000,0,,100,100,1,1,0,0,0,61,0,0,1786,1786,1786,0,4427,1008,0,基金道具，使用后增加[yellow]100[/yellow]基金次数,,1,53282,,0,0,0,0,1,0,0
53267,53267,1倍青铜羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3681,3681,3681,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加1倍青铜羽灵成长速度的成长进度[/yellow],,1,53267,,0,0,0,0,1,0,0
53268,53268,1.5倍青铜羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3681,3681,3681,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加1.5倍青铜羽灵成长速度的成长进度[/yellow],,1,53268,,0,0,0,0,1,0,0
53269,53269,1倍白银羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3687,3687,3687,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加1倍白银羽灵成长速度的成长进度[/yellow],,1,53269,,0,0,0,0,1,0,0
53270,53270,1.5倍白银羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3687,3687,3687,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加1.5倍白银羽灵成长速度的成长进度[/yellow],,1,53270,,0,0,0,0,1,0,0
53271,53271,1倍黄金羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3688,3688,3688,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加等于黄金符文在2星羽灵灵力1天增加的羽灵经验[/yellow],,1,53271,,0,0,0,0,1,0,0
53272,53272,1.5倍黄金羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3688,3688,7019,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加等于黄金符文在4星羽灵灵力1天增加的羽灵经验[/yellow],,1,53272,,0,0,0,0,1,0,0
53273,53273,2倍黄金羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3688,3688,7019,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加等于黄金符文在6星羽灵灵力1天增加的羽灵经验[/yellow],,1,53273,,0,0,0,0,1,0,0
53274,53274,3倍黄金羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3688,3688,3688,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加等于黄金符文在8星羽灵灵力1天增加的羽灵经验[/yellow],,1,53274,,0,0,0,0,1,0,0
53275,53275,4倍黄金羽灵成长丹,2,12,0,10000,10000,40,,9999,100,1,1,0,0,0,61,0,0,3688,3688,3688,0,4427,4050,0,翅膀羽灵经验道具。[yellow]<br>使用后可立刻增加等于黄金符文在9星羽灵灵力1天增加的羽灵经验[/yellow],,1,53275,,0,0,0,0,1,0,0
53283,53283,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除大师”<br>重铸石(四档)*3<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*5<br>复活石*3<br>换车令*5<br>500绑金袋*1<br>真气丹*3[/yellow],,1,53283,,0,0,0,0,1,0,0
53284,53284,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除大师”<br>重铸石(四档)*2<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*5<br>复活石*2<br>换车令*5<br>500绑金袋*1<br>真气丹*3[/yellow],,1,53284,,0,0,0,0,1,0,0
53285,53285,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除达人”<br>重铸石(四档)*2<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*4<br>复活石*1<br>换车令*10<br>300绑金包*1<br>真气丹*3[/yellow],,1,53285,,0,0,0,0,1,0,0
53286,53286,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除达人”<br>重铸石(四档)*2<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*3<br>复活石*1<br>换车令*10<br>300绑金包*1<br>真气丹*3[/yellow],,1,53286,,0,0,0,0,1,0,0
53287,53287,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除达人”<br>重铸石(四档)*2<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*4<br>复活石*1<br>换车令*10<br>300绑金包*1<br>真气丹*2[/yellow],,1,53287,,0,0,0,0,1,0,0
53288,53288,媒体礼包,2,12,0,10000,10000,50,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得：[yellow]<br>称号“消除达人”<br>重铸石(四档)*2<br>玄武魂石(破碎)*5<br>魂石卡(破碎）*3<br>复活石*1<br>换车令*10<br>300绑金包*1<br>真气丹*2[/yellow],,1,53288,,0,0,0,0,1,0,0
53289,53289,远征天猫礼包,2,12,0,10000,10000,30,,100,100,1,1,0,0,0,61,0,0,1882,1882,1882,0,4427,4050,0,开启获得1000绑金,,1,53289,,0,0,0,0,1,0,0
53290,53290,普通周卡,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4349,4349,4349,0,4427,4050,0,右键点击使用，可增加普通周卡7天领取天数,,1,53290,,0,0,0,0,1000,0,0
53291,53291,高级周卡,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4350,4350,4350,0,4427,4050,0,右键点击使用，可增加高级周卡7天领取天数,,1,53291,,0,0,0,0,100,0,0
53292,53292,豪华周卡,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4351,4351,4351,0,4427,4050,0,右键点击使用，可增加豪华周卡7天领取天数,,1,53292,,0,0,0,0,1000,0,0
53293,53293,梦梦的高跟鞋,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4354,4354,4354,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53293,,0,0,0,0,1,0,0
53294,53294,开心的首饰盒,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4355,4355,4355,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53294,,0,0,0,0,1,0,0
53295,53295,芊芊的百宝箱,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4330,4330,4330,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53295,,0,0,0,0,1,0,0
53296,53296,贰婵的金福袋,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,3615,3615,3615,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53296,,0,0,0,0,1,0,0
53297,53297,宝儿的化妆包,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4356,4356,4356,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53297,,0,0,0,0,1,0,0
53298,53298,幺幺的乾坤戒,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4230,4230,4230,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53298,,0,0,0,0,1,0,0
53299,53299,伊娃的许愿瓶,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,4321,4321,4321,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53299,,0,0,0,0,1,0,0
53300,53300,小米的糖果盒,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,3863,3863,3863,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53300,,0,0,0,0,1,0,0
53301,53301,小颜的水晶球,2,12,0,10000,10000,10,,100,100,1,1,0,0,0,61,0,0,3764,3764,3764,0,4427,4050,0,[blue]主播的珍藏[/blue]<br>右键点击有几率鉴定出[yellow]限量时装、武器饰品、元神材料、稀有天神、五火七禽扇[/yellow]等珍贵道具<br>[red]3.18-3.27争棋斗艳活动期间，使用一见倾心可兑换获得主播的珍藏[/red],,1,53301,,0,0,0,0,1,0,0
